productCode,prodName,productTypeNo,productTypeName,productGroupName,garmentGroupNo,garmentGroupName,detailDesc
666061,Harry SP,306,Bra,Underwear,1017,"Under-, Nightwear","Super push-up lace bra with decorative straps at the front and underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Narrow, adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes."
666084,PRUNE HOOD,252,Sweater,Garment Upper body,1005,Jersey Fancy,"Top in printed sweatshirt fabric with long sleeves and a kangaroo pocket. Jersey-lined, drawstring hood with a wrapover front and ribbing at the cuffs and hem. Soft brushed inside."
666143,Cayenne top,306,Bra,Underwear,1017,"Under-, Nightwear","Soft bra top in lace and mesh with short butterfly sleeves, an elasticated hem and single back fastener."
666158,Jesper blouse,258,Blouse,Garment Upper body,1010,Blouses,"Blouse in a slub cotton weave with a small stand-up collar in lace and an opening with a button at the back of the neck. Lace details at the front and long, wide sleeves with narrow elastication at the cuffs."
666221,CS DT Rose,258,Blouse,Garment Upper body,1010,Blouses,"Long-sleeved blouse in airy pattern-weave fabric with inset lace embroidery and pin-tucks at the front and on the sleeves. Buttons at the back, flounces at the front that continue over the shoulders and a flounce at the cuffs. Unlined."
666223,Kings Of Leon tanga,59,Swimwear bottom,Swimwear,1018,Swimwear,"Fully lined bikini bottoms with a low waist, narrow sides and a high cut at the back."
666254,Girlfriend R.W.FEL,272,Trousers,Garment Lower body,1016,Trousers Denim,"5-pocket ankle-length jeans in washed stretch denim with a regular waist, zip fly and button, and tapered legs."
666352,Penno jumpsuit. J,267,Jumpsuit/Playsuit,Garment Full body,1013,Dresses Ladies,"Playsuit in soft jersey with narrow shoulder straps, a low-cut back, gathered seam at the waist and short, wide legs."
666354,Christie Dress,265,Dress,Garment Full body,1005,Jersey Fancy,"Sleeveless dress in jersey crêpe with pleats at the front of the neckline, an opening with a button at the top and a detachable tie belt at the waist. Unlined."
666382,Pingu top,252,Sweater,Garment Upper body,1005,Jersey Fancy,Jersey top with a slightly wider neckline and long dolman sleeves.
666444,Heavy Plain 2p Overknee,302,Socks,Socks & Tights,1021,Socks and Tights,Fine-knit over-the-knee socks.
666448,Janet sweater,252,Sweater,Garment Upper body,1003,Knitwear,"Long-sleeved jumper in a soft, fine knit with ribbing around the neckline, cuffs and hem."
666508,Result denim shirt,259,Shirt,Garment Upper body,1011,Shirts,"Denim shirt in cotton with a button-down collar, classic front and open chest pocket. Long sleeves and cuffs with adjustable buttoning, a yoke at the back and a rounded hem. Regular fit – a classic fit with good room for movement over the shoulders and chest, which combined with a gently tapered waist creates a comfortable, tailored silhouette."
666585,Venus,252,Sweater,Garment Upper body,1003,Knitwear,"Long-sleeved jumper in rib-knit cotton with a V-neck, dropped shoulders and ribbing at the cuffs and hem."
666617,Rose Lace Thong..,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Lace thong briefs with a low waist, lined gusset, narrow sides and string back."
666656,LEGGY swimsuit,57,Swimsuit,Swimwear,1019,Accessories,"Fully lined sports swimsuit in a narrow cut at the top with a visible zip and long tab at the back for easy zipping and unzipping, and high-cut legs."
666739,Fun Slipper,93,Slippers,Shoes,1021,Socks and Tights,Soft slippers with appliqués and embroidery. Pile linings and insoles and thermoplastic rubber (TPR) soles with anti-slip protection.
667127,Johnny knitted jumper,252,Sweater,Garment Upper body,1003,Knitwear,"Wide, longer-style jumper in a rib knit with a V-neck front and back. Dropped shoulders with a silicone trim on the inside, long sleeves and a straight hem."
667146,DELUXE SUPREME,273,Leggings/Tights,Garment Lower body,1005,Jersey Fancy,Sports tights in fast-drying functional fabric with wide ribbing to hold in and shape the waist. Concealed key pocket in the waistband.
667161,NELLIE loose tee,255,T-shirt,Garment Upper body,1005,Jersey Fancy,Wide sports top in fast-drying functional fabric with short cap sleeves.
667173,Brandon,252,Sweater,Garment Upper body,1003,Knitwear,"Boat-neck jumper in a soft, fine knit containing some wool with low dropped shoulders and long sleeves with sewn-in turn-ups."
667316,Vanessa hoops pack,70,Earring,Accessories,1019,Accessories,Metal hoop earrings in various sizes. Diameter from approx. 1 cm to 2.5 cm.
667357,Tulip Top,258,Blouse,Garment Upper body,1013,Dresses Ladies,"Sleeveless, fitted lace top with a small, scalloped stand-up collar, concealed zip at the back of the neck and scalloped hem. Lined."
667378,Tulip,272,Trousers,Garment Lower body,1003,Knitwear,Fitted calf-length skirt in a rib knit with an elasticated waist.
667379,Gandi,252,Sweater,Garment Upper body,1003,Knitwear,"Fitted, long-sleeved jumper in a rib knit with a small stand-up collar."
667409,1pk Basic,302,Socks,Socks & Tights,1021,Socks and Tights,"Socks in a soft, fine-knit cotton blend with a ribbed shaft. The cotton content of the socks is organic."
667411,1 pk Fun,302,Socks,Socks & Tights,1021,Socks and Tights,Jacquard-knit socks in a soft cotton blend with elasticated tops.
667491,Bloom,259,Shirt,Garment Upper body,1010,Blouses,Long-sleeved blouse in woven fabric with a small frilled collar with ties and a V-neck. Raglan sleeves with smocking and a frill at the cuffs.
667499,Despacito (1),258,Blouse,Garment Upper body,1010,Blouses,"Blouse in woven fabric with a collar, buttons down the front, a gathered yoke at the back. long sleeves with buttoned cuffs,and a rounded hem. Slightly longer at the back."
667511,Noa,258,Blouse,Garment Upper body,1010,Blouses,Off-the-shoulder blouse in woven fabric with a sheen. Wide elastication and gathers around the top and long sleeves with frilled cuffs.
667769,ROLAND SLIM FIT HOOD,308,Hoodie,Garment Upper body,1002,Jersey Basic,"Top in lightweight sweatshirt fabric with ribbed side panels and a kangaroo pocket. Jersey-lined hood with a wrapover front, and ribbing at the cuffs and hem. Brushed inside. Slim Fit."
667770,SCOTT SLIM FIT SWEATPANTS,272,Trousers,Garment Lower body,1002,Jersey Basic,"Trousers in lightweight sweatshirt fabric with an elasticated drawstring waist, side pockets and ribbed hems. Slim fit."
667772,Novelty Knit,252,Sweater,Garment Upper body,1001,Unknown,"Jumper in a soft jacquard knit with ribbing around the neckline, cuffs and hem."
667838,DIV Dingo tee,254,Top,Garment Upper body,1001,Unknown,Short T-shirt in printed cotton jersey with a tie at the hem.
667845,Vera,272,Trousers,Garment Lower body,1003,Knitwear,"Trousers in a soft, fine-knit viscose blend with an elasticated waist and wide, straight legs."
667870,FREDDIE JOGGERS,272,Trousers,Garment Lower body,1005,Jersey Fancy,"Joggers in soft jersey made from an organic cotton blend with an elasticated drawstring waist, side pockets and ribbed hems."
667924,Fanny shorts,274,Shorts,Garment Lower body,1005,Jersey Fancy,"Short shorts in soft, patterned viscose jersey with an elasticated waist and side pockets."
668041,&DENIM Skirt Torn,275,Skirt,Garment Lower body,1016,Trousers Denim,"5-pocket skirt in washed denim with hard-worn details, a zip fly and button, and a frayed, raw-edge hem."
668051,Ronny l/s shirt,259,Shirt,Garment Upper body,1011,Shirts,"Shirt in a cotton weave with a collar, buttons down the front and a yoke at the back. Flap chest pocket with a button, long sleeves with buttoned cuffs, and a rounded hem."
668153,Lay Low Body,256,Bodysuit,Garment Upper body,1005,Jersey Fancy,"Fitted lace body with a deep V-neck, long sleeves and a seam at the hips, below which is a jersey section with press-studs at the crotch. Lined at the front."
668213,Debbie strap,253,Vest top,Garment Upper body,1010,Blouses,"Cropped, V-neck top in a cotton weave with broderie anglaise and narrow shoulder straps."
668364,Poetic Swimsuit,57,Swimsuit,Swimwear,1018,Swimwear,"V-neck swimsuit with narrow, adjustable shoulder straps, a low-cut back and high-cut legs. Detachable belt with a plastic fastener at the waist. Lined."
668484,CSP Linn top,253,Vest top,Garment Upper body,1005,Jersey Fancy,Vest top in soft viscose and linen jersey with a seam under the bust and ribbing around the neckline and armholes.
668537,Doutzen,262,Jacket,Garment Upper body,1007,Outdoor,"Long coat in pile with narrow notch lapels, a concealed press-stud fastening at the front and pockets in the side seams. Lined."
668550,Gigi body,283,Underwear body,Underwear,1017,"Under-, Nightwear","Body in microfibre with a gentle sculpting effect on the waist, seat and hips. Detachable shoulder straps, a lined top and a lined gusset."
668662,BOBBO,272,Trousers,Garment Lower body,1003,Knitwear,"Joggers in a fine-knit, supersoft viscose blend with an elasticated drawstring waistband, side pockets and tapered legs with ribbed hems."
668767,CHERRY JERSEY,275,Skirt,Garment Lower body,1012,Skirts,Short jersey skirt with concealed elastication at the waist.
668956,Hilly Cheeky Brief 2pk HW LS,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Shaping briefs in microfibre with a light shaping effect on the waist. High waist, lined gusset and cutaway coverage at the back. Laser-cut edges around the legs for a seamless, comfortable feel against the skin and minimal visibility under clothes."
668962,marilyn d-f cup,306,Bra,Underwear,1017,"Under-, Nightwear","Lace bra with underwired, lightly padded cups that shape the bust and provide good support. Wide, adjustable shoulder straps and a fastening at the back with three pairs of hooks and eyes."
669091,ROBIN HOOD.,308,Hoodie,Garment Upper body,1002,Jersey Basic,"Zip-through hoodie in sweatshirt fabric with a jersey-lined drawstring hood, zip down the front, side pockets and ribbing at the cuffs and hem. Soft brushed inside."
669105,Toast blazer,264,Blazer,Garment Upper body,1008,Dressed,"Longer, straight-cut jacket in wide wale corduroy with notch lapels and partially concealed buttons at the front and cuffs. Welt front pockets, an inner pocket with a button and a single back vent. Lined."
669215,Madonna,252,Sweater,Garment Upper body,1002,Jersey Basic,"Long-sleeved top in sweatshirt fabric in a relaxed fit with dropped shoulders and ribbing around the neckline, cuffs and hem."
669260,Havana waist belt,67,Belt,Accessories,1019,Accessories,Braided imitation leather waist belt with elastic at the back and a metal clasp at the front. Width approx. 6 cm.
669268,Nicole waist belt,67,Belt,Accessories,1019,Accessories,Waist belt in imitation leather with a decorative knot detail at the front and elastic with a metal fastener at the back. Width approx. 4 cm.
669391,Kaluha Push Valencia,306,Bra,Underwear,1017,"Under-, Nightwear","Push-up bra in microfibre and lace with underwired, moulded, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps and a narrow hook-and-eye fastening at the back."
669500,Cardamom SP Andes Back Detail,306,Bra,Underwear,1017,"Under-, Nightwear","Bra in microfibre and lace with underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Adjustable shoulder straps, a lace racer back and metal front fastening."
669501,Nutella Suspenderbelt,286,Underwear bottom,Underwear,1017,"Under-, Nightwear",Lace suspender belt for holding up nylon stockings. Elastication at the top and an adjustable fastening at the back.
669560,Thrust panel pants,272,Trousers,Garment Lower body,1009,Trousers,"Trousers in stretch cotton twill with a regular waist, zip fly, side pockets, back pockets and slim, tapered legs with quilted sections at the knees."
669562,MALDON MOCKNECK,252,Sweater,Garment Upper body,1003,Knitwear,Fine-knit jumper in a modal and cotton blend with a ribbed turtle neck and long sleeves.
669586,PAVLOVA CREW,252,Sweater,Garment Upper body,1005,Jersey Fancy,"Top in nepped sweatshirt fabric with ribbing around the neckline, cuffs and hem."
669605,Nemo sequin,254,Top,Garment Upper body,1005,Jersey Fancy,Short-sleeved top in sequined mesh with a slightly wider neckline. Jersey lining.
669682,Irma sweater,252,Sweater,Garment Upper body,1005,Jersey Fancy,"Top in printed sweatshirt fabric with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
669708,MADONNA OFF SHOULDER,258,Blouse,Garment Upper body,1010,Blouses,"Short off-the-shoulder top in an airy weave with a sheen. Elastication at the top, long sleeves and elastication and a flounce at the cuffs and hem."
669713,Zingo sweater,252,Sweater,Garment Upper body,1005,Jersey Fancy,"Long-sleeved top in sturdy jersey with a boat neck, dropped shoulders and zip at the back."
669715,EMELIE LACE BLOUSE,258,Blouse,Garment Upper body,1010,Blouses,"Lace blouse with a small stand-up collar, an opening with a button at the back of the neck and long, wide sleeves. Scalloped edge at the collar, cuffs and hem. Unlined."
669874,Sasha lace off shoulder,252,Sweater,Garment Upper body,1003,Knitwear,"Fitted, off-the shoulder top in a fine rib knit with a wide lace trim at the top and long sleeves."
669882,Thelma tie top,254,Top,Garment Upper body,1005,Jersey Fancy,"Top in jersey crêpe with dropped shoulders, long, cuffed sleeves, and a decorative tie detail at the hem."
